"Unique ID";"Name";"Nation";"Division";"Rep";"Av Age";"Balance";"Trn Budget S";"Trn Budget R";"Wage Budget";"Status";"TF";"YF";"JC";"Stad Cap";"Av Att";"Rating";"Pot Rating"
"301.196";"Rio Branco (MG)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"6";"8";"5";"8.901";"1.500";"0,0%";"0,0%"
"301.226";"Rio Branco (PR)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.000";"0,0";"0";"0";"0";"0";"Professional";"10";"8";"7";"3.000";"4.435";"0,0%";"0,0%"
"107.226";"Rio Branco (SP)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.000";"28,2";"0";"0";"0";"0";"Professional";"10";"7";"7";"16.300";"1.500";"28,9%";"30,4%"
"314.332";"Rio Branco VN";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.200";"31,5";"0";"0";"0";"0";"Professional";"2";"2";"2";"3.000";"1.200";"34,4%";"35,4%"
"318.883";"Rio Claro";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.250";"29,4";"0";"0";"0";"0";"Professional";"10";"4";"6";"9.284";"1.300";"63,7%";"66,2%"
"320.675";"Rio Cricket";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"19.364.934";"Rio de Janeiro";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"6";"7.000";"200";"0,0%";"0,0%"
"301.278";"Rio Grande";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"900";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"2";"5.000";"1.500";"0,0%";"0,0%"
"301.110";"Rio Negro (AM)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.200";"0,0";"0";"0";"0";"0";"Professional";"8";"7";"7";"5.000";"4.000";"0,0%";"0,0%"
"301.299";"Rio Negro (RR)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"800";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"2";"5.000";"800";"0,0%";"0,0%"
"301.350";"Rio Preto";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.250";"25,5";"0";"0";"0";"0";"Professional";"5";"9";"5";"14.014";"1.000";"21,5%";"23,0%"
"19.154.371";"Rio São Paulo";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"750";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"7.000";"200";"0,0%";"0,0%"
"309.740";"Rio-Grandense RG";"Brazil";"Eerste klasse A";"250";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"3";"10.000";"600";"0,0%";"0,0%"
"19.023.908";"Riograndense SM";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"750";"0,0";"0";"0";"0";"0";"Professional";"4";"5";"4";"3.500";"300";"0,0%";"0,0%"
"19.105.740";"Riopardense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"600";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"5";"4.000";"400";"0,0%";"0,0%"
"19.025.014";"Riostrense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"350";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"4";"3.000";"107";"0,0%";"0,0%"
"301.167";"Rioverdense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"600";"0,0";"0";"0";"0";"0";"Professional";"5";"3";"5";"8.000";"600";"0,0%";"0,0%"
"301.245";"River (PI)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.750";"28,8";"0";"0";"0";"0";"Professional";"9";"5";"7";"52.296";"2.125";"62,7%";"65,4%"
"314.788";"River (RJ)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"313.314";"River (RR)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"4";"3";"4";"5.000";"750";"0,0%";"0,0%"
"313.323";"River Plate (SE)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"2";"4.000";"900";"0,0%";"0,0%"
"311.968";"Rodoviário";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"1";"1";"1";"8.000";"600";"0,0%";"0,0%"
"19.342.630";"Rolândia";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"800";"0,0";"0";"0";"0";"0";"Professional";"5";"6";"5";"1.818";"200";"0,0%";"0,0%"
"317.355";"Roma Apucarana";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"5";"11.000";"1.700";"0,0%";"0,0%"
"19.289.428";"Rondoniense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"800";"0,0";"0";"0";"0";"0";"Professional";"6";"6";"7";"5.000";"300";"0,0%";"0,0%"
"19.306.367";"Rosário Central (SE)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"4";"3.000";"200";"0,0%";"0,0%"
"2.000.203.283";"Royal de Luziânia";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"450";"0,0";"0";"0";"0";"0";"Professional";"3";"4";"3";"6.000";"100";"0,0%";"0,0%"
"312.062";"Rubro Social";"Brazil";"Eerste klasse A";"400";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"10.000";"600";"0,0%";"0,0%"
"19.138.828";"Sabiá (MA)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"4";"6.000";"909";"0,0%";"0,0%"
"19.294.427";"Sabugy";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"1.500";"250";"0,0%";"0,0%"
"19.005.119";"Salgueiro (PE)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.100";"0,0";"0";"0";"0";"0";"Professional";"6";"5";"5";"12.070";"1.345";"0,0%";"0,0%"
"19.272.763";"Salvador FC";"Brazil";"Eerste klasse A";"100";"0,0";"0";"0";"0";"0";"Amateur";"8";"8";"5";"1.000";"50";"0,0%";"0,0%"
"313.265";"Samambaia";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.100";"24,3";"0";"0";"0";"0";"Professional";"3";"2";"3";"6.000";"500";"17,7%";"19,3%"
"313.415";"Sampaio (AC)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"107.230";"Sampaio Corrêa";"Brazil";"Brasileirão Série B Betano";"5.100";"27,5";"10.670";"0";"0";"15.070";"Professional";"10";"7";"7";"40.149";"5.000";"65,5%";"69,1%"
"19.051.303";"Sampaio Corrêa (RJ)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.500";"28,7";"0";"0";"0";"0";"Professional";"4";"5";"4";"3.000";"300";"64,4%";"67,1%"
"319.165";"Santa Catarina";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"950";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"7.000";"600";"0,0%";"0,0%"
"107.232";"Santa Cruz";"Brazil";"Brasileirão Série D";"3.750";"26,1";"0";"0";"0";"0";"Professional";"12";"9";"7";"60.044";"9.812";"63,5%";"68,6%"
"19.303.223";"Santa Cruz (AL)";"Brazil";"Eerste klasse A";"300";"0,0";"0";"0";"0";"0";"Professional";"6";"7";"8";"6.000";"200";"0,0%";"0,0%"
"313.291";"Santa Cruz (PB)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"3";"4.500";"900";"0,0%";"0,0%"
"19.170.011";"Santa Cruz (RJ)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"400";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"8.300";"200";"0,0%";"0,0%"
"2.105.689";"Santa Cruz (RN)";"Brazil";"Eerste klasse A";"400";"0,0";"0";"0";"0";"0";"Professional";"6";"3";"4";"3.500";"700";"0,0%";"0,0%"
"301.280";"Santa Cruz (RS)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.250";"31,4";"0";"0";"0";"0";"Professional";"3";"3";"3";"6.000";"1.000";"64,0%";"65,7%"
"19.366.428";"Santa Cruz (SE)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"600";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"7";"2.000";"200";"0,0%";"0,0%"
"314.303";"Santa Cruz (SE) [EXT]";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"19.277.538";"Santa Cruz de Natal";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.500";"22,7";"0";"0";"0";"0";"Professional";"5";"6";"6";"3.000";"200";"39,4%";"43,4%"
"314.235";"Santa Cruz EC (RN)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"313.438";"Santa Cruz FC (AL) (EXT)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"2.000.209.201";"Santa Fé (PE)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"600";"0,0";"0";"0";"0";"0";"Professional";"3";"4";"4";"500";"100";"0,0%";"0,0%"
"303.016";"Santa Helena";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.150";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"2";"5.000";"700";"0,0%";"0,0%"
"313.284";"Santa Inês";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"4";"9.146";"700";"0,0%";"0,0%"
"319.132";"Santa Maria (DF)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.150";"26,0";"0";"0";"0";"0";"Professional";"4";"3";"3";"20.000";"800";"5,5%";"6,1%"
"19.006.290";"Santa Quitéria";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"850";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"3";"3.000";"381";"0,0%";"0,0%"
"2.000.062.934";"Santa Quitéria (PR)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"303.902";"Santa Rita (AL)";"Brazil";"Eerste klasse A";"500";"0,0";"0";"0";"0";"0";"Professional";"10";"8";"6";"1.200";"1.427";"0,0%";"0,0%"
"2.000.109.059";"Santa Rita (PB)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"600";"0,0";"0";"0";"0";"0";"Amateur";"4";"6";"6";"2.500";"50";"0,0%";"0,0%"
"308.941";"Santa Rosa (PA)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.100";"28,3";"0";"0";"0";"0";"Professional";"2";"2";"2";"5.000";"700";"40,8%";"43,0%"
"19.006.563";"Santacruzense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"600";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"5";"4.000";"348";"0,0%";"0,0%"
"313.514";"Santana (AP)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"750";"0,0";"0";"0";"0";"0";"Professional";"6";"2";"3";"5.000";"600";"0,0%";"0,0%"
"19.023.591";"Santarritense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"500";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"3";"4.500";"126";"0,0%";"0,0%"
"19.289.565";"Santo Amaro";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"301.352";"Santo André";"Brazil";"Brasileirão Série D";"3.800";"28,6";"-5.510";"0";"0";"0";"Professional";"10";"9";"7";"14.185";"1.500";"68,2%";"70,8%"
"301.282";"Santo Ângelo";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"750";"0,0";"0";"0";"0";"0";"Professional";"4";"5";"6";"7.000";"800";"0,0%";"0,0%"
"314.318";"Santo Antônio (ES)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"335";"Santos";"Brazil";"Brasileirão Assaí";"6.650";"27,3";"1.619.850";"1.608.720";"1.608.720";"197.180";"Professional";"16";"13";"14";"16.068";"12.147";"76,1%";"78,7%"
"313.579";"Santos (AM)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"301.107";"Santos (AP)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.350";"0,0";"0";"0";"0";"0";"Professional";"7";"4";"6";"13.680";"1.500";"0,0%";"0,0%"
"2.000.152.166";"Santos Athletico";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"750";"0,0";"0";"0";"0";"0";"Professional";"2";"3";"3";"1.000";"100";"0,0%";"0,0%"
"314.198";"Santos de Tereré";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"400";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"3";"1.500";"800";"0,0%";"0,0%"
"309.747";"Santos Dumont (BA)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"19.339.651";"Santos Dumont (MA)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"313.286";"São Bento (MA)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"2";"5.500";"600";"0,0%";"0,0%"
"302.142";"São Bento (SP)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"3.100";"28,8";"0";"0";"0";"0";"Professional";"5";"6";"7";"13.772";"1.537";"63,3%";"65,8%"
"2.106.553";"São Bernardo";"Brazil";"Brasileirão Série C";"4.450";"27,5";"608.290";"16.090";"16.090";"20.860";"Professional";"8";"8";"8";"15.759";"800";"68,1%";"71,2%"
"19.354.776";"São Borja";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"950";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"6";"8.000";"250";"0,0%";"0,0%"
"301.354";"São Caetano";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.100";"24,7";"0";"0";"0";"0";"Professional";"9";"7";"8";"16.744";"997";"55,9%";"61,6%"
"2.108.186";"São Carlos";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"650";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"2";"10.000";"700";"0,0%";"0,0%"
"19.005.307";"São Cristóvão (BA)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"301.253";"São Cristóvão (RJ)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"800";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"2";"800";"500";"0,0%";"0,0%"
"19.026.904";"São Cristóvão (SE)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"5";"4";"4";"4.000";"310";"0,0%";"0,0%"
"313.669";"São Domingos (AL)";"Brazil";"Eerste klasse A";"400";"0,0";"0";"0";"0";"0";"Professional";"5";"2";"4";"2.000";"700";"0,0%";"0,0%"
"314.619";"São Domingos (RO)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"19.052.148";"São Domingos (SE)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"5";"3.000";"400";"0,0%";"0,0%"
"19.013.859";"São Francisco (AC)";"Brazil";"Brasileirão Série D";"1.200";"0,0";"0";"0";"0";"0";"Professional";"2";"3";"3";"5.000";"240";"0,0%";"0,0%"
"308.942";"São Francisco (PA)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.300";"23,0";"0";"0";"0";"0";"Professional";"4";"2";"2";"16.000";"700";"11,4%";"12,9%"
"314.695";"São Francisco (RR)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"3";"5.000";"800";"0,0%";"0,0%"
"19.055.047";"São Gabriel (MS)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"4";"3.000";"250";"0,0%";"0,0%"
"19.224.752";"São Gabriel (RS)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.300";"0,0";"0";"0";"0";"0";"Professional";"5";"6";"6";"8.500";"350";"0,0%";"0,0%"
"309.635";"São Gonçalo (RN)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"7";"4";"6";"5.000";"1.250";"0,0%";"0,0%"
"19.189.823";"São Gonçalo EC (RJ)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"950";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"6";"3.000";"200";"0,0%";"0,0%"
"19.142.673";"São João da Barra";"Brazil";"Eerste klasse A";"350";"0,0";"0";"0";"0";"0";"Professional";"2";"3";"2";"5.000";"250";"0,0%";"0,0%"
"303.012";"São José (AP)";"Brazil";"Eerste klasse A";"350";"0,0";"0";"0";"0";"0";"Professional";"7";"6";"5";"13.680";"1.500";"0,0%";"0,0%"
"19.048.344";"São José (MA)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.050";"0,0";"0";"0";"0";"0";"Professional";"3";"5";"6";"600";"978";"0,0%";"0,0%"
"19.170.018";"São José (RJ)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"350";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"5";"2.000";"200";"0,0%";"0,0%"
"301.284";"São José (RS)";"Brazil";"Brasileirão Série C";"4.350";"27,2";"141.090";"0";"0";"10.070";"Professional";"10";"7";"9";"16.000";"500";"64,7%";"69,2%"
"301.356";"São José (SP)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.000";"28,2";"0";"0";"0";"0";"Professional";"9";"7";"7";"16.500";"3.000";"63,8%";"66,9%"
"19.051.820";"São José (TO)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"5";"4";"3";"8.000";"300";"0,0%";"0,0%"
"2.000.154.433";"São Luís (MA)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"1";"11.429";"250";"0,0%";"0,0%"
"301.286";"São Luiz";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.750";"27,7";"0";"0";"0";"0";"Professional";"7";"4";"4";"8.000";"1.700";"63,9%";"67,2%"
"310.384";"São Mateus";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"950";"0,0";"0";"0";"0";"0";"Professional";"4";"5";"5";"4.500";"1.000";"0,0%";"0,0%"
"337";"São Paulo";"Brazil";"Brasileirão Assaí";"7.350";"26,8";"2.949.500";"6.434.880";"6.434.880";"312.970";"Professional";"17";"13";"14";"77.011";"43.780";"76,4%";"78,6%"
"313.257";"São Paulo (AP)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"800";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"4";"13.680";"800";"0,0%";"0,0%"
"312.305";"São Paulo (BA)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"308.944";"São Paulo (RS)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.150";"0,0";"0";"0";"0";"0";"Professional";"6";"3";"3";"8.000";"1.000";"0,0%";"0,0%"
"104.872";"São Paulo Athletic";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"19.334.181";"São Paulo Crystal";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.450";"36,0";"0";"0";"0";"0";"Professional";"4";"5";"6";"35.000";"350";"5,6%";"5,6%"
"19.295.784";"São Paulo FC (PB)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"301.111";"São Raimundo (AM)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.250";"0,0";"0";"0";"0";"0";"Professional";"10";"7";"7";"11.000";"2.300";"0,0%";"0,0%"
"308.943";"São Raimundo (PA)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.050";"0,0";"0";"0";"0";"0";"Professional";"6";"5";"5";"16.000";"4.200";"0,0%";"0,0%"
"309.146";"São Raimundo (RR)";"Brazil";"Brasileirão Série D";"1.700";"0,0";"0";"0";"0";"0";"Professional";"7";"4";"6";"5.000";"1.000";"0,0%";"0,0%"
"309.746";"São Salvador (BA)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"301.357";"São-Carlense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"900";"24,4";"0";"0";"0";"0";"Professional";"4";"3";"3";"10.000";"1.500";"40,0%";"44,1%"
"19.300.025";"São-Joseense";"Brazil";"Brasileirão Série D";"2.150";"29,5";"0";"0";"0";"0";"Professional";"3";"3";"5";"4.043";"500";"64,8%";"68,0%"
"320.392";"Sapucaia (RJ)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"19.007.279";"Sapucaiense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"800";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"5";"2.000";"651";"0,0%";"0,0%"
"314.765";"Saquarema";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"3";"7.000";"650";"0,0%";"0,0%"
"312.297";"Savóia (PR)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"19.385.067";"SC 12 Horas";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"400";"0,0";"0";"0";"0";"0";"Professional";"5";"4";"5";"2.100";"200";"0,0%";"0,0%"
"320.678";"SC Alumni (SP)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"314.785";"SC Americano (RJ)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"19.084.683";"SC Flamengo (PE)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"104.884";"SC Internacional (SP)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"313.784";"SC Sírio (MA)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"19.129.636";"SE Naviraiense";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"309.648";"SE Nova Andradina";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"3";"4";"3";"10.000";"900";"0,0%";"0,0%"
"310.901";"SE Patrocinense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"3";"5.500";"650";"0,0%";"0,0%"
"313.900";"SERC";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.000";"0,0";"0";"0";"0";"0";"Professional";"7";"4";"6";"5.000";"896";"0,0%";"0,0%"
"301.321";"Sergipe";"Brazil";"Brasileirão Série D";"3.250";"28,7";"0";"0";"0";"0";"Professional";"9";"6";"7";"15.575";"4.500";"63,7%";"67,0%"
"301.144";"Serra";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.450";"27,0";"0";"0";"0";"0";"Professional";"10";"8";"7";"2.000";"3.000";"16,7%";"18,2%"
"2.000.199.920";"Serra Branca";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.150";"28,7";"131.320";"0";"0";"0";"Professional";"3";"4";"4";"35.000";"100";"61,7%";"64,1%"
"311.973";"Serra Macaense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"800";"0,0";"0";"0";"0";"0";"Professional";"5";"7";"6";"15.000";"870";"0,0%";"0,0%"
"19.164.161";"Serra Talhada";"Brazil";"Eerste klasse A";"650";"0,0";"0";"0";"0";"0";"Professional";"3";"4";"4";"5.000";"200";"0,0%";"0,0%"
"19.249.224";"Serranense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"750";"0,0";"0";"0";"0";"0";"Professional";"6";"6";"5";"10.000";"200";"0,0%";"0,0%"
"313.295";"Serrano (PB)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"5";"3";"4";"1.000";"450";"0,0%";"0,0%"
"8.832.352";"Serrano (PE)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"600";"0,0";"0";"0";"0";"0";"Professional";"8";"3";"6";"5.000";"1.645";"0,0%";"0,0%"
"301.255";"Serrano (RJ)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.400";"0,0";"0";"0";"0";"0";"Professional";"4";"3";"3";"8.500";"500";"0,0%";"0,0%"
"316.781";"Sertãozinho";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.400";"26,6";"0";"0";"0";"0";"Professional";"9";"4";"7";"10.000";"900";"44,8%";"47,3%"
"19.152.073";"Serviço Gráfico";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"319.129";"SESP Taquatinga";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"3";"3.000";"600";"0,0%";"0,0%"
"19.006.929";"Sete de Dourados";"Brazil";"Eerste klasse A";"700";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"3";"30.000";"685";"0,0%";"0,0%"
"19.123.700";"Sete de Junho";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"3";"7.000";"500";"0,0%";"0,0%"
"311.970";"Sete de Setembro";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"800";"0,0";"10";"0";"0";"0";"Professional";"5";"5";"6";"6.356";"700";"0,0%";"0,0%"
